exp_id,max_frames,weights_fn,tracker_type,max_age,min_hits,iou_threshold,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),Dets,GT_Dets,IDs,GT_IDs
sortmh8,10000,best-organizers.pt,bytetrack,1,8,0.3,36.544,91.868,14.553,93.878,95.276,14.931,83.317,93.432,36.962,38.769,92.999,36.055,98533,100000,128,10
sortmh9,10000,best-organizers.pt,bytetrack,1,9,0.3,36.519,91.736,14.555,93.738,95.28,14.932,83.334,93.435,36.937,38.742,93.004,36.031,98382,100000,126,10
sortit001,10000,best-organizers.pt,bytetrack,1,5,0.01,39.333,92.126,16.807,94.381,95.012,17.828,73.072,93.329,39.827,41.973,92.749,38.93,99336,100000,69,10
sortit002,10000,best-organizers.pt,bytetrack,1,5,0.02,39.477,92.118,16.932,94.372,95.013,17.828,75.841,93.331,39.973,42.127,92.751,39.073,99326,100000,71,10
sortit003,10000,best-organizers.pt,bytetrack,1,5,0.03,39.477,92.118,16.932,94.372,95.013,17.828,75.841,93.331,39.973,42.127,92.751,39.073,99326,100000,71,10
sortit004,10000,best-organizers.pt,bytetrack,1,5,0.04,39.479,92.148,16.929,94.384,95.033,17.823,75.895,93.334,39.972,42.114,92.769,39.069,99317,100000,72,10
sortit005,10000,best-organizers.pt,bytetrack,1,5,0.05,39.479,92.148,16.929,94.384,95.033,17.823,75.895,93.334,39.972,42.114,92.769,39.069,99317,100000,72,10
sortma2mh1it001,10000,best-organizers.pt,sort,2,1,0.01,41.536,92.639,18.642,94.838,95.085,22.625,56.065,93.327,42.046,44.234,92.821,41.058,99740,100000,42,10
sortma2mh1it002,10000,best-organizers.pt,sort,2,1,0.02,41.769,92.638,18.852,94.837,95.086,22.626,58.868,93.329,42.282,44.483,92.822,41.29,99738,100000,44,10
sortma2mh1it003,10000,best-organizers.pt,sort,2,1,0.03,41.828,92.598,18.913,94.815,95.065,22.603,59.83,93.324,42.346,44.553,92.802,41.346,99737,100000,45,10
sortma2mh1it004,10000,best-organizers.pt,sort,2,1,0.04,41.66,92.558,18.769,94.793,95.046,22.158,60.393,93.321,42.18,44.378,92.784,41.175,99734,100000,48,10
sortma2mh1it005,10000,best-organizers.pt,sort,2,1,0.05,41.66,92.558,18.769,94.793,95.046,22.158,60.393,93.321,42.18,44.378,92.784,41.175,99734,100000,48,10
sortma2mh1it006,10000,best-organizers.pt,sort,2,1,0.06,41.66,92.558,18.769,94.793,95.046,22.158,60.393,93.321,42.18,44.378,92.784,41.175,99734,100000,48,10
sortma2mh1it007,10000,best-organizers.pt,sort,2,1,0.07,42.063,92.559,19.133,94.794,95.048,22.173,62.519,93.323,42.587,44.821,92.786,41.587,99733,100000,49,10
sortma2mh1it008,10000,best-organizers.pt,sort,2,1,0.08,42.058,92.566,19.127,94.797,95.053,22.167,62.525,93.326,42.581,44.813,92.791,41.583,99731,100000,51,10
sortma2mh1it009,10000,best-organizers.pt,sort,2,1,0.09,42.057,92.568,19.126,94.797,95.053,22.166,62.52,93.325,42.58,44.812,92.791,41.582,99731,100000,51,10
sortma2mh1it010,10000,best-organizers.pt,sort,2,1,0.1,42.042,92.571,19.112,94.798,95.055,22.152,62.523,93.326,42.564,44.795,92.793,41.566,99730,100000,52,10
sortma2mh1it011,10000,best-organizers.pt,sort,2,1,0.11,42.042,92.571,19.112,94.798,95.055,22.152,62.523,93.326,42.564,44.795,92.793,41.566,99730,100000,52,10
sortma2mh1it012,10000,best-organizers.pt,sort,2,1,0.12,41.857,92.612,18.936,94.82,95.078,21.941,62.687,93.333,42.372,44.582,92.814,41.378,99728,100000,53,10
sortma2mh1it013,10000,best-organizers.pt,sort,2,1,0.13,41.861,92.614,18.939,94.82,95.08,21.935,63.057,93.334,42.376,44.584,92.816,41.382,99726,100000,54,10
sortma2mh1it014,10000,best-organizers.pt,sort,2,1,0.14,42.056,92.635,19.111,94.831,95.092,22.131,63.29,93.34,42.57,44.8,92.828,41.587,99725,100000,55,10
sortma2mh1it015,10000,best-organizers.pt,sort,2,1,0.15,42.032,92.636,19.088,94.831,95.092,22.09,63.362,93.34,42.545,44.772,92.828,41.561,99725,100000,56,10
sortma2mh1it016,10000,best-organizers.pt,sort,2,1,0.16,42.032,92.637,19.088,94.831,95.094,22.09,63.365,93.34,42.545,44.772,92.83,41.562,99724,100000,57,10
sortma2mh1it017,10000,best-organizers.pt,sort,2,1,0.17,42.033,92.639,19.089,94.832,95.096,22.09,63.371,93.342,42.546,44.772,92.832,41.563,99722,100000,58,10
sortma2mh1it018,10000,best-organizers.pt,sort,2,1,0.18,42.033,92.639,19.089,94.832,95.096,22.09,63.371,93.342,42.546,44.772,92.832,41.563,99722,100000,58,10
sortma2mh1it019,10000,best-organizers.pt,sort,2,1,0.19,41.357,92.635,18.481,94.827,95.095,21.386,61.969,93.341,41.863,44.043,92.831,40.886,99718,100000,61,10
sortma2it008mh0,10000,best-organizers.pt,sort,2,0,0.08,42.062,92.578,19.128,94.829,95.034,22.168,62.52,93.326,42.589,44.818,92.789,41.586,99784,100000,63,10
sortma2it008mh1,10000,best-organizers.pt,sort,2,1,0.08,42.058,92.566,19.127,94.797,95.053,22.167,62.525,93.326,42.581,44.813,92.791,41.583,99731,100000,51,10
sortma2it008mh2,10000,best-organizers.pt,sort,2,2,0.08,42.027,92.477,19.117,94.7,95.058,22.153,62.53,93.327,42.548,44.777,92.795,41.551,99623,100000,49,10
sortma2it008mh3,10000,best-organizers.pt,sort,2,3,0.08,41.998,92.387,19.11,94.604,95.059,22.141,62.537,93.328,42.518,44.746,92.795,41.523,99521,100000,49,10
sortma2it008mh4,10000,best-organizers.pt,sort,2,4,0.08,41.969,92.298,19.102,94.51,95.062,22.129,62.544,93.329,42.488,44.715,92.797,41.494,99419,100000,49,10
sortma2it008mh5,10000,best-organizers.pt,sort,2,5,0.08,41.941,92.211,19.094,94.416,95.065,22.117,62.551,93.33,42.458,44.683,92.799,41.465,99317,100000,49,10
sortma2it008mh6,10000,best-organizers.pt,sort,2,6,0.08,41.913,92.125,19.086,94.323,95.07,22.105,62.559,93.332,42.428,44.651,92.803,41.437,99215,100000,49,10
sortma2it008mh7,10000,best-organizers.pt,sort,2,7,0.08,41.884,92.035,19.078,94.228,95.071,22.094,62.568,93.333,42.399,44.619,92.804,41.409,99113,100000,49,10
sortma2it008mh8,10000,best-organizers.pt,sort,2,8,0.08,41.856,91.945,19.071,94.133,95.074,22.082,62.577,93.334,42.369,44.587,92.806,41.38,99011,100000,49,10
sortma2it008mh9,10000,best-organizers.pt,sort,2,9,0.08,41.826,91.846,19.065,94.033,95.071,22.072,62.587,93.335,42.34,44.556,92.806,41.351,98909,100000,49,10
sortma2it008mh10,10000,best-organizers.pt,sort,2,10,0.08,41.797,91.756,19.057,93.938,95.072,22.06,62.595,93.336,42.31,44.524,92.807,41.322,98807,100000,49,10
sortma2it008mh11,10000,best-organizers.pt,sort,2,11,0.08,41.768,91.664,19.049,93.843,95.073,22.048,62.602,93.336,42.28,44.493,92.807,41.293,98706,100000,49,10
sortma2it008mh12,10000,best-organizers.pt,sort,2,12,0.08,41.739,91.574,19.041,93.748,95.074,22.036,62.608,93.337,42.25,44.461,92.808,41.264,98605,100000,49,10
sortma2it008mh13,10000,best-organizers.pt,sort,2,13,0.08,41.71,91.487,19.033,93.655,95.076,22.024,62.614,93.337,42.219,44.428,92.81,41.234,98505,100000,49,10
sortma2it008mh14,10000,best-organizers.pt,sort,2,14,0.08,41.68,91.399,19.025,93.562,95.078,22.011,62.619,93.338,42.189,44.396,92.812,41.205,98405,100000,49,10
sortma2it008mh15,10000,best-organizers.pt,sort,2,15,0.08,41.651,91.311,19.017,93.468,95.08,21.999,62.624,93.338,42.159,44.363,92.813,41.175,98305,100000,49,10
sortma2it008mh16,10000,best-organizers.pt,sort,2,16,0.08,41.622,91.218,19.009,93.373,95.079,21.987,62.63,93.339,42.129,44.332,92.813,41.146,98205,100000,49,10
sortma2it008mh17,10000,best-organizers.pt,sort,2,17,0.08,41.592,91.128,19.001,93.279,95.08,21.975,62.637,93.339,42.099,44.3,92.814,41.117,98105,100000,49,10
sortma2it008mh18,10000,best-organizers.pt,sort,2,18,0.08,41.563,91.04,18.993,93.185,95.081,21.963,62.642,93.34,42.069,44.268,92.815,41.087,98006,100000,49,10
sortma2it008mh19,10000,best-organizers.pt,sort,2,19,0.08,41.534,90.951,18.985,93.092,95.082,21.95,62.647,93.34,42.039,44.236,92.815,41.058,97907,100000,49,10
sortma2it008mh20,10000,best-organizers.pt,sort,2,20,0.08,41.505,90.862,18.976,92.999,95.083,21.938,62.652,93.34,42.009,44.204,92.816,41.029,97808,100000,49,10
sortma2it008mh0,10000,best-organizers.pt,sort,2,0,0.08,42.062,92.578,19.128,94.829,95.034,22.168,62.52,93.326,42.589,44.818,92.789,41.586,99784,100000,63,10
sortma2it008mh1,10000,best-organizers.pt,sort,2,1,0.08,42.058,92.566,19.127,94.797,95.053,22.167,62.525,93.326,42.581,44.813,92.791,41.583,99731,100000,51,10
sortma2it008mh2,10000,best-organizers.pt,sort,2,2,0.08,42.027,92.477,19.117,94.7,95.058,22.153,62.53,93.327,42.548,44.777,92.795,41.551,99623,100000,49,10
sortma2it008mh3,10000,best-organizers.pt,sort,2,3,0.08,41.998,92.387,19.11,94.604,95.059,22.141,62.537,93.328,42.518,44.746,92.795,41.523,99521,100000,49,10
sortma2it008mh4,10000,best-organizers.pt,sort,2,4,0.08,41.969,92.298,19.102,94.51,95.062,22.129,62.544,93.329,42.488,44.715,92.797,41.494,99419,100000,49,10
sortma2it008mh5,10000,best-organizers.pt,sort,2,5,0.08,41.941,92.211,19.094,94.416,95.065,22.117,62.551,93.33,42.458,44.683,92.799,41.465,99317,100000,49,10
sortma2it008mh6,10000,best-organizers.pt,sort,2,6,0.08,41.913,92.125,19.086,94.323,95.07,22.105,62.559,93.332,42.428,44.651,92.803,41.437,99215,100000,49,10
sortma2it008mh7,10000,best-organizers.pt,sort,2,7,0.08,41.884,92.035,19.078,94.228,95.071,22.094,62.568,93.333,42.399,44.619,92.804,41.409,99113,100000,49,10
sortma2it008mh8,10000,best-organizers.pt,sort,2,8,0.08,41.856,91.945,19.071,94.133,95.074,22.082,62.577,93.334,42.369,44.587,92.806,41.38,99011,100000,49,10
sortma2it008mh9,10000,best-organizers.pt,sort,2,9,0.08,41.826,91.846,19.065,94.033,95.071,22.072,62.587,93.335,42.34,44.556,92.806,41.351,98909,100000,49,10
sortma2it008mh10,10000,best-organizers.pt,sort,2,10,0.08,41.797,91.756,19.057,93.938,95.072,22.06,62.595,93.336,42.31,44.524,92.807,41.322,98807,100000,49,10
sortma2it008mh11,10000,best-organizers.pt,sort,2,11,0.08,41.768,91.664,19.049,93.843,95.073,22.048,62.602,93.336,42.28,44.493,92.807,41.293,98706,100000,49,10
sortma2it008mh12,10000,best-organizers.pt,sort,2,12,0.08,41.739,91.574,19.041,93.748,95.074,22.036,62.608,93.337,42.25,44.461,92.808,41.264,98605,100000,49,10
sortma2it008mh13,10000,best-organizers.pt,sort,2,13,0.08,41.71,91.487,19.033,93.655,95.076,22.024,62.614,93.337,42.219,44.428,92.81,41.234,98505,100000,49,10
sortma2it008mh14,10000,best-organizers.pt,sort,2,14,0.08,41.68,91.399,19.025,93.562,95.078,22.011,62.619,93.338,42.189,44.396,92.812,41.205,98405,100000,49,10
sortma2it008mh15,10000,best-organizers.pt,sort,2,15,0.08,41.651,91.311,19.017,93.468,95.08,21.999,62.624,93.338,42.159,44.363,92.813,41.175,98305,100000,49,10
sortma2it008mh16,10000,best-organizers.pt,sort,2,16,0.08,41.622,91.218,19.009,93.373,95.079,21.987,62.63,93.339,42.129,44.332,92.813,41.146,98205,100000,49,10
sortma2it008mh17,10000,best-organizers.pt,sort,2,17,0.08,41.592,91.128,19.001,93.279,95.08,21.975,62.637,93.339,42.099,44.3,92.814,41.117,98105,100000,49,10
sortit007mh0ma0,10000,best-organizers.pt,sort,0,0,0.07,37.738,92.798,15.361,94.955,95.161,15.885,80.632,93.374,38.191,40.156,92.905,37.307,99784,100000,115,10
sortit007mh0ma1,10000,best-organizers.pt,sort,1,0,0.07,39.625,92.542,16.981,94.815,95.02,17.831,77.046,93.339,40.125,42.269,92.774,39.214,99784,100000,88,10
sortit007mh0ma2,10000,best-organizers.pt,sort,2,0,0.07,42.067,92.569,19.134,94.823,95.029,22.174,62.513,93.323,42.595,44.825,92.785,41.591,99784,100000,61,10
sortit007mh0ma3,10000,best-organizers.pt,sort,3,0,0.07,41.84,92.56,18.931,94.817,95.022,22.466,59.176,93.319,42.367,44.582,92.778,41.362,99784,100000,56,10
sortit007mh0ma4,10000,best-organizers.pt,sort,4,0,0.07,41.691,92.565,18.795,94.818,95.023,22.601,55.996,93.316,42.215,44.422,92.779,41.214,99784,100000,51,10
sortit007mh0ma5,10000,best-organizers.pt,sort,5,0,0.07,41.194,92.567,18.349,94.819,95.024,22.865,53.413,93.316,41.711,43.899,92.779,40.729,99784,100000,48,10
sortit007mh0ma6,10000,best-organizers.pt,sort,6,0,0.07,40.98,92.375,18.197,94.715,94.92,22.678,52.81,93.286,41.515,43.758,92.689,40.559,99784,100000,47,10
sortit007mh0ma7,10000,best-organizers.pt,sort,7,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma8,10000,best-organizers.pt,sort,8,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma9,10000,best-organizers.pt,sort,9,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma10,10000,best-organizers.pt,sort,10,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma11,10000,best-organizers.pt,sort,11,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma12,10000,best-organizers.pt,sort,12,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma13,10000,best-organizers.pt,sort,13,0,0.07,39.858,92.35,17.219,94.701,94.906,21.837,50.442,93.28,40.381,42.567,92.677,39.449,99784,100000,44,10
sortit007mh0ma14,10000,best-organizers.pt,sort,14,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma15,10000,best-organizers.pt,sort,15,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma16,10000,best-organizers.pt,sort,16,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma17,10000,best-organizers.pt,sort,17,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma18,10000,best-organizers.pt,sort,18,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma19,10000,best-organizers.pt,sort,19,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma20,10000,best-organizers.pt,sort,20,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma0,10000,best-organizers.pt,sort,0,0,0.07,37.738,92.798,15.361,94.955,95.161,15.885,80.632,93.374,38.191,40.156,92.905,37.307,99784,100000,115,10
sortit007mh0ma1,10000,best-organizers.pt,sort,1,0,0.07,39.625,92.542,16.981,94.815,95.02,17.831,77.046,93.339,40.125,42.269,92.774,39.214,99784,100000,88,10
sortit007mh0ma2,10000,best-organizers.pt,sort,2,0,0.07,42.067,92.569,19.134,94.823,95.029,22.174,62.513,93.323,42.595,44.825,92.785,41.591,99784,100000,61,10
sortit007mh0ma3,10000,best-organizers.pt,sort,3,0,0.07,41.84,92.56,18.931,94.817,95.022,22.466,59.176,93.319,42.367,44.582,92.778,41.362,99784,100000,56,10
sortit007mh0ma4,10000,best-organizers.pt,sort,4,0,0.07,41.691,92.565,18.795,94.818,95.023,22.601,55.996,93.316,42.215,44.422,92.779,41.214,99784,100000,51,10
sortit007mh0ma5,10000,best-organizers.pt,sort,5,0,0.07,41.194,92.567,18.349,94.819,95.024,22.865,53.413,93.316,41.711,43.899,92.779,40.729,99784,100000,48,10
sortit007mh0ma6,10000,best-organizers.pt,sort,6,0,0.07,40.98,92.375,18.197,94.715,94.92,22.678,52.81,93.286,41.515,43.758,92.689,40.559,99784,100000,47,10
sortit007mh0ma7,10000,best-organizers.pt,sort,7,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma8,10000,best-organizers.pt,sort,8,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma9,10000,best-organizers.pt,sort,9,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma10,10000,best-organizers.pt,sort,10,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma11,10000,best-organizers.pt,sort,11,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma12,10000,best-organizers.pt,sort,12,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma13,10000,best-organizers.pt,sort,13,0,0.07,39.858,92.35,17.219,94.701,94.906,21.837,50.442,93.28,40.381,42.567,92.677,39.449,99784,100000,44,10
sortit007mh0ma14,10000,best-organizers.pt,sort,14,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma15,10000,best-organizers.pt,sort,15,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma16,10000,best-organizers.pt,sort,16,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma17,10000,best-organizers.pt,sort,17,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma18,10000,best-organizers.pt,sort,18,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma19,10000,best-organizers.pt,sort,19,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma20,10000,best-organizers.pt,sort,20,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma0,10000,best-organizers.pt,sort,0,0,0.07,37.738,92.798,15.361,94.955,95.161,15.885,80.632,93.374,38.191,40.156,92.905,37.307,99784,100000,115,10
sortit007mh0ma1,10000,best-organizers.pt,sort,1,0,0.07,39.625,92.542,16.981,94.815,95.02,17.831,77.046,93.339,40.125,42.269,92.774,39.214,99784,100000,88,10
sortit007mh0ma2,10000,best-organizers.pt,sort,2,0,0.07,42.067,92.569,19.134,94.823,95.029,22.174,62.513,93.323,42.595,44.825,92.785,41.591,99784,100000,61,10
sortit007mh0ma3,10000,best-organizers.pt,sort,3,0,0.07,41.84,92.56,18.931,94.817,95.022,22.466,59.176,93.319,42.367,44.582,92.778,41.362,99784,100000,56,10
sortit007mh0ma4,10000,best-organizers.pt,sort,4,0,0.07,41.691,92.565,18.795,94.818,95.023,22.601,55.996,93.316,42.215,44.422,92.779,41.214,99784,100000,51,10
sortit007mh0ma5,10000,best-organizers.pt,sort,5,0,0.07,41.194,92.567,18.349,94.819,95.024,22.865,53.413,93.316,41.711,43.899,92.779,40.729,99784,100000,48,10
sortit007mh0ma6,10000,best-organizers.pt,sort,6,0,0.07,40.98,92.375,18.197,94.715,94.92,22.678,52.81,93.286,41.515,43.758,92.689,40.559,99784,100000,47,10
sortit007mh0ma7,10000,best-organizers.pt,sort,7,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma8,10000,best-organizers.pt,sort,8,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma9,10000,best-organizers.pt,sort,9,0,0.07,40.942,92.356,18.166,94.705,94.91,22.7,51.552,93.281,41.477,43.72,92.68,40.52,99784,100000,45,10
sortit007mh0ma10,10000,best-organizers.pt,sort,10,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma11,10000,best-organizers.pt,sort,11,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma12,10000,best-organizers.pt,sort,12,0,0.07,40.019,92.359,17.357,94.706,94.911,22.059,49.717,93.281,40.544,42.733,92.681,39.606,99784,100000,44,10
sortit007mh0ma13,10000,best-organizers.pt,sort,13,0,0.07,39.858,92.35,17.219,94.701,94.906,21.837,50.442,93.28,40.381,42.567,92.677,39.449,99784,100000,44,10
sortit007mh0ma14,10000,best-organizers.pt,sort,14,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma15,10000,best-organizers.pt,sort,15,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma16,10000,best-organizers.pt,sort,16,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma17,10000,best-organizers.pt,sort,17,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma18,10000,best-organizers.pt,sort,18,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma19,10000,best-organizers.pt,sort,19,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
sortit007mh0ma20,10000,best-organizers.pt,sort,20,0,0.07,39.594,92.313,16.999,94.68,94.885,21.843,49,93.27,40.117,42.296,92.657,39.19,99784,100000,43,10
